"predicate","response"
"considerable",0.65
"bushy",0.35
"societal",0.46
"Pashtun",0.42
"busy",0.68
"insulting",0.71
"strict",0.01
"bulging",0.62
"bleary",0.68
"various",0.13
"constitutional",0.1
"terrible",0.27
"Scottish",0.03
"troubled",0.16
"municipal",0.01
"unpleasant",0.64
"absurd",0.1
"twisted",0.15
"olympic",0.01
"Canadian",0
"monetary",0.19
"vegan",0.05
"western",0.28
"informed",0.13
"Asian",0.02
"miserable",0.4
"noisy",0.03
"Danish",0.09
"rapid",0.16
"colonial",0.06
"another",0.7
"level",0.02
"tropical",0.04
"maternal",0.74
"brilliant",0.07
"random",0.75
"key",0.83
"probable",0.23
"profound",0.88
"Indian",0
"wooden",0
"permanent",0.5
"busy",0.83
"chief",0.48
"Danish",0.01
"youthful",0.71
"Chinese",0.02
"mathematical",0.11
"epistemic",0.5
"mythical",0.14
"circular",0.02
"last",0.5
"cognitive",0.46
"academic",0.09
"fashioned",0.9
"breathtaking",1
"neurological",0.04
"quick",0.7
"Canaanite",0.49
"level",0.15
"linguistic",0.06
"sensible",0.78
"demographic",0.12
"elderly",0.61
"discount",0.62
"fast",0.82
"Muslim",0.67
"unnamed",0.01
"online",0.13
"suburban",0.25
"digital",0.09
"permissive",0.91
"scant",0.91
"syntactic",0.01
"normal",0.88
"distinguished",0.82
"marvelous",0.92
"instant",0.08
"stylistic",0.91
"poetic",0.82
"Asian",0.49
"translucent",0.08
"extinct",0.07
"discount",0.91
"subsequent",0.48
"ironic",0.87
"harmful",0.84
"sensible",1
"decisive",0.08
"upscale",0.9
"legislative",0.52
"sensitive",0.91
"educational",0.5
"unbelievable",0.92
"Dutch",0.51
"liberal",0.75
"talented",0.17
"unbelievable",0.76
"promising",0.23
"unpleasant",0.76
"half",0.59
"available",0.55
"Elizabethan",0.73
"bushy",0.14
"American",0.18
"tragic",0.75
"upper",0.57
"decent",0.8
"bipedal",0.8
"marvelous",0.11
"unexpected",0.07
"Roman",0.08
"bulging",0.37
"stylistic",0.24
"metrical",0.75
"dazzling",0.15
"Canadian",0.13
"Victorian",0.18
"untidy",0.83
"athletic",0.12
"slimy",0.1
"polished",0.18
"massive",0.26
"classic",0.11
"narrow",0.39
"residential",0.13
"plenary",0.72
"Danish",0.13
"random",0.92
"hazardous",0.43
"alleged",0.13
"whiskered",0.24
"nineteenth",0.09
"strict",0.54
"statistical",0.03
"same",0.11
"adequate",0.56
"extreme",0.83
"extra",0.48
"rich",0.78
"environmental",0.1
"Dutch",0.06
"administrative",0
"classic",0.27
"stray",0.25
"Pachomian",0.49
"precise",0.24
"communal",0.17
"comic",0.6
"current",0.5
"orange",0.08
"oily",0.45
"Catholic",0.09
"lasting",0.63
"fellow",0.13
"fun",0.64
"practical",0.07
"thematic",0.97
"gentle",0.96
"stray",0.1
"athletic",0.99
"troubled",0.96
"another",0.94
"remaining",0.14
"key",0.95
"normal",0.03
"Victorian",0.94
"pragmatic",0.97
"shy",0.13
"cognitive",0.96
"cool",0.06
"other",0.96
"verbal",0.9
"relevant",0.07
"famous",0.94
"promising",0.89
"fun",0.07
"pretty",0.98
"such",0.9
"applicable",0.11
"scant",0.93
"vegan",0.13
"several",0.95
"demographic",0.94
"breathtaking",0.11
"hidden",0.92
"demographic",0.77
"appropriate",0.99
"oily",0.02
"Scottish",0.52
"few",0.99
"weary",0.95
"affordable",0.96
"sleek",0.5
"brilliant",0.92
"existing",0.87
"regular",1
"upper",0.01
"mechanical",0.73
"hormonal",0.82
"intelligent",1
"vivid",0.25
"arrogant",0.06
"extinct",0.02
"charming",1
"still",0.58
"hazardous",0.84
"dazzling",0.8
"wild",0.88
"famous",0.96
"cognitive",0.47
"flavorful",0.9
"regulatory",0.53
"such",0.3
"miserable",0.9
"decent",0.94
"literary",0.45
"remaining",0.61
"precise",0.1
"pink",1
"self",0.21
"collaborative",0.33
"wooden",0.37
"coarse",0.32
"neoclassical",0.19
"chief",0.89
"sleek",0.71
"detailed",0.39
"extinct",0.73
"Russian",0.12
"weary",0.26
"same",1
"privileged",0.43
"quality",0.38
"practical",0.23
"vertical",0.32
"prosperous",0.14
"insulting",0.67
"abundant",0.35
"speaking",0.42
"marvelous",0.83
"several",0.7
"whiskered",0.39
"extreme",0.53
"continued",0.42
"deep",0.8
"Moslem",0.64
"innovative",0.38
"coral",0.02
"speaking",0.18
"sharp",0.66
"low",0.67
"tropical",0.49
"classic",0.64
"offensive",0.72
"comparable",0.74
"prehistoric",0.4
"brown",0.53
"fitting",0.64
"current",0.67
"various",0.33
"adult",0.71
"marvelous",0.74
"fashioned",0.65
"judicial",0.29
"balanced",0.61
"African",0.73
"noble",0.78
"European",0.72
"dubious",0.59
"intelligent",0.73
"resilient",0.65
"metrical",0.62
"quick",0.68
"dangerous",0.7
"quaint",0.68
"Canaanite",0.2
"talented",0.95
"marvelous",0.8
"morphological",0.27
"own",0.53
"grey",0.87
"harmful",0.77
"dizzy",0.8
"plenary",0.15
"extreme",0.95
"automatic",0.74
"calculated",0.8
"agricultural",0.6
"subsequent",0.2
"distinguished",0.88
"quaint",0.8
"level",0.76
"adequate",0.79
"applicable",0.47
"bulging",0.78
"constitutional",0.25
"Arabic",0.24
"residential",0.49
"urban",0.63
"lasting",0.95
"African",0.79
"other",0.5
"remaining",0.26
"slimy",0.88
"sensible",0.72
"stale",0.09
"sharp",0
"glowing",0.16
"mighty",0.67
"translucent",0
"half",0
"Arabic",0
"whiskered",0
"noisy",0.75
"future",0.4
"syntactic",0
"cognitive",0
"administrative",0
"tropical",0
"thin",0.73
"hectic",0.76
"communal",0.25
"circular",0
"Caribbean",0
"vacant",0.27
"online",0
"demographic",0
"mass",0.24
"monetary",0
"fateful",0.8
"extra",0.72
"twisted",0.79
"Danish",0
"standing",0
"famous",0.69
"methodological",0.05
"another",0.03
"cool",0.96
"increased",0.98
"amiable",0.95
"speaking",0.01
"Roman",0.96
"metropolitan",0.02
"permissive",0.94
"untidy",0.95
"administrative",0.01
"comparable",0.7
"such",0.63
"fiscal",0.19
"quaint",0.82
"interior",0.52
"demographic",0.92
"tragic",0.89
"Dutch",0.99
"fellow",0.94
"mass",0.04
"promising",0.96
"normal",0.82
"still",0.11
"brilliant",0.96
"breathtaking",0.89
"discount",0.99
"translucent",0.29
"African",0.92
"liberal",0.94
"youthful",0.61
"suburban",0.5
"standard",0.67
"technological",0.65
"subsequent",0.44
"vegan",0.65
"functional",0.39
"chief",0.62
"vivid",0.38
"untidy",0.64
"Soviet",0.66
"compound",0.39
"mandatory",0.61
"Canaanite",0.44
"bulging",0.66
"European",0.42
"future",0.64
"fast",0.44
"conscious",0.67
"normal",0.67
"vacant",0.64
"flavorful",0.38
"mathematical",0.54
"British",0.69
"tragic",0.45
"standing",0.62
"privileged",0.68
"such",0.49
"busy",0.61
"same",0.52
"random",0.76
"orange",0
"standard",0.9
"continued",0.4
"structural",0.31
"absurd",0.86
"sound",0.75
"fateful",0.8
"rear",0.27
"domestic",0.31
"African",0.16
"sensitive",0.87
"precise",0.31
"flavorful",0.87
"administrative",0.14
"deep",0.68
"shy",0.74
"extra",0.28
"such",0.44
"whiskered",0.31
"fun",0.98
"regular",0.94
"resilient",0.7
"Dutch",0.07
"thorough",0.72
"pretty",0.83
"circular",0.22
"stylistic",0.84
"hectic",0.69
"remaining",0.21
"same",0.5
"academic",0.66
"Afghan",0.27
"Macedonian",0.25
"Pashtun",0.17
"comparable",0.84
"literary",0.78
"another",0.77
"Asian",0
"royal",0.54
"subsequent",0.73
"genetic",0.18
"grand",0.81
"famous",0.83
"various",0.88
"comfortable",0.98
"fair",0.55
"hot",0.81
"untidy",0.92
"automatic",0.53
"constitutional",0.32
"Arabic",0.12
"flavorful",0.93
"appropriate",0.85
"low",0.27
"lexical",0.48
"prosperous",0.82
"gross",0.83
"amiable",0.52
"comic",0.88
"discount",0.57
"virtuous",0.31
"absurd",0.52
"noble",0.35
"fiscal",0.58
"literary",0.37
"vivid",0.62
"chief",0.31
"green",0.47
"resilient",0.59
"original",0.35
"clear",0.46
"increased",0.62
"Canadian",0.31
"further",0.47
"adequate",0.61
"fashioned",0.32
"periodic",0.55
"upper",0.35
"deep",0.64
"Roman",0.35
"round",0.57
"harmful",0.37
"strict",0.55
"glowing",0.31
"elderly",0.5
"molecular",0.62
"technological",0.42
"methodological",0.55
"famous",0.69
"wooden",0.99
"insufficient",0.69
"shy",0.5
"Macedonian",0.03
"automatic",0.9
"Czech",0.05
"flat",0.53
"complex",0.51
"grey",0.02
"english",0.5
"legislative",0.49
"municipal",0.51
"Russian",0.04
"cool",0.5
"applicable",0.48
"elderly",0.52
"African",0.03
"Armenian",0.02
"greenish",0.51
"narrow",0.46
"whiskered",0.48
"successful",0.48
"several",0.68
"Roman",0.02
"Catholic",0.03
"other",0.51
"standing",0.37
"fast",0.51
"normal",0.5
"stylistic",0.48
"wild",0.98
"tropical",0.26
"calculated",0.3
"relevant",0.77
"sensible",0.64
"unexpected",0.95
"academic",0.16
"olympic",0.21
"daytime",0.02
"bipedal",0.03
"standard",0.02
"blank",0.02
"last",0.04
"few",0.57
"probable",0.68
"latin",0.02
"Russian",0.04
"extraordinary",0.88
"amiable",0.76
"Afghan",0.02
"neoclassical",0.58
"red",0.01
"Sunni",0.04
"fluorescent",0.05
"stale",0.87
"fellow",0.55
"fiscal",0.04
"rich",0.84
"mechanical",0.15
"insufficient",0.94
"part",0
"pretty",1
"alleged",0.65
"hidden",0.04
"greenish",0.64
"Roman",0.5
"metrical",0
"mathematical",0
"fun",1
"curly",0.45
"vertical",0
"sexual",0.68
"grey",0.21
"metropolitan",0.21
"hot",1
"self",0.28
"rear",0
"Indian",0
"dry",1
"stylistic",1
"latin",0
"brief",0.77
"urban",0.07
"digital",0
"relevant",1
"half",0
"extinct",0
"circular",0
"vivid",1
"many",0
"dry",0.42
"twisted",0.29
"standard",0.53
"prosperous",0.65
"ironic",0.8
"offensive",0.92
"stale",0.48
"African",0.05
"Pachomian",0.82
"virtuous",0.45
"english",0
"upper",0.43
"curly",0.12
"sound",0.4
"quality",0.52
"applicable",0.4
"quaint",0.6
"rich",0.33
"vacant",0.09
"monetary",0.02
"legislative",0.15
"breathtaking",0.62
"half",0.03
"fitting",0.6
"constitutional",0.21
"mandatory",0.44
"dazzling",0.57
"level",0.26
"Canaanite",0.01
"compound",0.23
"extinct",0.04
"alleged",0.74
"brilliant",0.8
"distinguished",0.53
"arrogant",0.75
"mandatory",0.05
"royal",0.25
"automatic",0.08
"statistical",0.04
"lasting",0.07
"weary",0.67
"educational",0.56
"fluorescent",0.07
"self",0.47
"Scottish",0.08
"fitting",0.63
"increased",0.2
"vibrant",0.76
"prosperous",0.56
"heavy",0.79
"municipal",0.04
"constitutional",0.03
"unbelievable",0.84
"monetary",0.23
"honorable",0.58
"fateful",0.7
"methodological",0.03
"slimy",0.8
"metallic",0.24
"marvelous",0.91
"uncut",0.08
"armored",0.09
"compact",0.34
"thorough",0.49
"prominent",0.49
"several",0.5
"sacred",1
"mandatory",0.49
"dangerous",0.28
"vacant",0.06
"oily",0.22
"gross",0.91
"permissive",0.27
"phenomenal",0.76
"pretty",0.95
"rapid",0.29
"Victorian",0.72
"applicable",0.28
"higher",0.5
"further",0.31
"tropical",0.06
"adequate",0.25
"strict",0.66
"noble",0.7
"blank",0.05
"athletic",0.25
"coral",0.69
"gentle",0.71
"many",0.5
"intense",0.5
"insulting",0.74
"deep",0
"normal",1
"chief",0
"cognitive",0.15
"adequate",0.56
"molecular",0
"half",0.53
"regular",0.75
"standing",0
"available",0
"vegan",0
"European",0
"discount",0.16
"decisive",0.03
"poetic",0
"Greek",0
"relevant",0.55
"thin",0.64
"casual",0.88
"quick",0.71
"syntactic",0.19
"south",0
"urban",0.73
"noisy",0.88
"absurd",0.76
"privileged",0.68
"morphological",0
"phenomenal",1
"elderly",0
"linguistic",0.07
"latin",0.08
"dizzy",0.96
"pretty",0.97
"informed",0.92
"rear",0.03
"morphological",0.02
"green",0.07
"coarse",0.83
"dry",0.91
"Sunni",0.58
"urban",0.71
"clear",0.84
"strict",0.8
"indigenous",0.26
"intense",0.96
"noble",0.98
"colonial",0.92
"Canadian",0.06
"epistemic",0.87
"syntactic",0.89
"western",0.77
"alleged",0.97
"bleary",0.93
"flat",0.28
"hormonal",0.9
"red",0.11
"complex",0.7
"Russian",0.16
"collaborative",0.76
"Czech",0.73
"gentle",0.9
"weary",0.92
"many",0.73
"wooden",0.75
"informed",0.71
"Armenian",0.76
"circular",0.81
"narrow",0.89
"American",0.79
"south",0.77
"academic",0.81
"round",0.68
"starched",0.8
"nineteenth",0.75
"pink",0.75
"mechanical",0.75
"Arabic",0.8
"collaborative",0.75
"molecular",0.75
"affordable",0.81
"comfortable",0.81
"relevant",0.75
"artificial",0.8
"Asian",0.85
"wizarding",0.84
"Roman",0.87
"structural",0.91
"Pachomian",0.84
"Scottish",0.78
"neurological",0.94
"Russian",0.97
"rich",0.06
"various",0.91
"municipal",0.89
"immense",0.87
"adequate",0.03
"vaunted",0.53
"mandatory",0.04
"bleary",0.87
"interior",0.9
"fun",0.91
"maternal",0.97
"dizzy",0.96
"terrible",0.94
"original",0.93
"sensitive",0.91
"Arabic",0.88
"Afghan",0.08
"wizarding",0.86
"Soviet",0.93
"constitutional",0.48
"future",0.96
"alleged",0.91
"extinct",0.91
"Scottish",0.07
"arrogant",0.96
"literary",0.53
"rapid",0.07
"Danish",0.1
"further",0.63
"enjoyable",0.31
"noble",0.21
"fashioned",0.66
"bulging",0.18
"royal",0.14
"Victorian",0.3
"classic",0.24
"affordable",0.8
"quick",0.32
"coarse",0.23
"still",0.63
"plenary",0.51
"monetary",0.24
"wizarding",0.48
"vivid",0.15
"innovative",0.65
"prominent",0.34
"troubled",0.63
"stray",0.24
"calculated",0.14
"Pashtun",0.48
"own",0.26
"Asian",0.09
"Arabic",0.11
"hot",0.62
"coral",0.16
"talented",0.7
"upscale",0.3
"wild",0.68
"thin",0.72
"furry",0.7
"collaborative",0.78
"senatorial",0.88
"remaining",0.88
"intense",0.91
"south",0.73
"maternal",0.78
"stray",0.81
"Victorian",0.78
"communal",0.83
"comic",0.81
"stale",0.61
"permissive",0.79
"starched",0.82
"whiskered",0.73
"flavorful",0.9
"precise",0.8
"dubious",0.83
"glowing",0.87
"conscious",0.66
"sleek",0.8
"uncut",0.79
"decent",0.89
"available",0.77
"quaint",0.89
"tragic",0.91
"higher",0.85
"casual",0.77
"Roman",0.81
"tragic",0.91
"hectic",0.07
"whiskered",0.86
"few",0.93
"insufficient",0.95
"municipal",0.32
"charming",0.86
"sacred",0.28
"fun",0.87
"vertical",0.15
"same",0.9
"unwanted",0.17
"translucent",0.1
"various",0.51
"conscious",0.11
"coarse",0.65
"American",0.59
"Asian",0.1
"dangerous",0.9
"marvelous",0.11
"senatorial",0.02
"offensive",0.78
"colonial",0.43
"administrative",0.3
"prominent",0.04
"grey",0.8
"extinct",0.89
"english",0.98
"morphological",0.06
"Sunni",0.06
"nineteenth",0.01
"urban",0.24
"brief",0.87
"cognitive",0.21
"upscale",0.42
"Muslim",0.05
"few",0.85
"applicable",0.45
"Pachomian",0.09
"quiet",0.68
"sensible",0.8
"unbelievable",0.36
"artificial",0.3
"hot",0.77
"environmental",0.11
"virtuous",0.55
"metallic",0.17
"adult",0.04
"Soviet",0.04
"many",0.71
"methodological",0.22
"other",0.9
"various",0.99
"residential",0.1
"absurd",0.77
"Elizabethan",0.01
"stray",0.69
"comic",0.9
"Dutch",0.05
"probable",0.83
"slimy",0.16
"decent",0.98
"poetic",0.19
"nutritional",0.09
"key",0.32
"brown",0.02
"daytime",0.05
"communal",0.03
"populist",0.51
"stylistic",0.97
"fiscal",0.04
"tired",0.82
"sharp",0.8
"adequate",0.89
"few",0.94
"methodological",0
"extra",0.98
"standard",0.98
"upscale",0.99
"hot",0.96
"insulting",0.98
"low",0.98
"Shiite",0.03
"dazzling",0.98
"flavorful",0.91
"royal",0.93
"wizarding",0.94
"bleary",0.96
"heavy",1
"Macedonian",0.96
"stale",0.31
"Shiite",0.1
"suburban",0.22
"charming",0.76
"Danish",0.01
"informed",0.26
"adult",0.39
"wizarding",0.41
"Moslem",0.11
"last",0.01
"speaking",0.26
"marvelous",0.67
"few",0.17
"precise",0.23
"senatorial",0.13
"level",0.09
"molecular",0.02
"coral",0.11
"morphological",0.01
"permissive",0.42
"genetic",0.08
"relevant",0.28
"Caribbean",0.03
"prehistoric",0.2
"weary",0.26
"continued",0.13
"constitutional",0.26
"latin",0.07
"bleary",0.14
"harmful",0.39
"reserved",0.49
"Pashtun",0.45
"vibrant",0.77
"remaining",0.77
"hot",0.72
"level",0.61
"fiscal",0.68
"upper",0.48
"plenary",0.49
"grey",0.8
"digital",0.62
"vegan",0.78
"subsequent",0.54
"Pachomian",0.52
"oily",0.46
"empty",0.51
"scant",0.3
"syntactic",0.38
"cool",0.53
"complex",0.73
"strict",0.73
"many",0.62
"metropolitan",0.5
"thorough",0.67
"extraordinary",0.87
"insufficient",0.55
"greenish",0.49
"structural",0.22
"brilliant",0.49
"molecular",0.55
"linguistic",0.78
"permissive",0.78
"scant",0.61
"grand",0.78
"furry",0.74
"Italian",0.87
"sleek",0.71
"statistical",0.8
"methodological",0.56
"unwanted",0.23
"nineteenth",0.54
"casual",0.75
"widespread",0.56
"fun",0.81
"probable",0.61
"vivid",0.83
"fast",0.58
"Soviet",0.87
"neoclassical",0.74
"fluorescent",0.9
"genetic",0.69
"lasting",0.87
"chief",0.77
"educational",0.9
"literary",0.74
"rapid",0.86
"green",0.75
"hot",0.71
"future",0.92
"english",0.79
"thin",0.24
"upper",0.14
"Greek",0
"environmental",0.41
"immense",0.55
"fitting",0.77
"statistical",0
"south",0
"linguistic",0
"quality",0.72
"dangerous",0.65
"applicable",0.77
"massive",0.69
"discount",0.23
"lasting",0.62
"existing",0.14
"populist",0.5
"precise",0.18
"green",0.13
"Spanish",0.16
"heavy",0.34
"noisy",0.36
"scant",0.34
"nineteenth",0
"genetic",0.36
"molecular",0.4
"continued",0.3
"empty",0
"competent",0.7
"unpretentious",0.88
"nineteenth",0.05
"fateful",0.85
"mythical",0.6
"domestic",0.16
"detailed",0.39
"educational",0.68
"linguistic",0.37
"greasy",0.09
"increased",0.1
"virtuous",0.89
"urban",0.25
"terrible",0.96
"vaunted",0.71
"widespread",0.35
"quick",0.14
"olympic",0.84
"ironic",0.35
"academic",0.19
"Pashtun",0.14
"dangerous",0.78
"residential",0.25
"privileged",0.63
"mathematical",0.09
"intense",0.91
"unexpected",0.78
"round",0.09
"further",0.34
"stale",0.18
"superb",0.78
"legislative",0.06
"practical",0.14
"African",0
"resilient",0.88
"vacant",0.08
"discount",0
"several",0.87
"breathtaking",0.98
"absurd",1
"sound",1
"same",0.27
"administrative",0.8
"tropical",0.91
"Catholic",0
"genetic",0
"Armenian",0
"dizzy",1
"British",0.02
"holy",0.96
"abundant",1
"wooden",0
"empty",1
"athletic",1
"open",1
"tragic",1
"balanced",1
"regular",1
"western",0
"neoclassical",0.54
"Scottish",0
"municipal",0.53
"terrible",0.7
"metrical",0.17
"European",0.02
"polished",0.43
"uncut",0.05
"breathtaking",1
"statistical",0.02
"rapid",0.59
"latin",0.03
"neurological",0
"genetic",0.03
"fiscal",0
"molecular",0
"extra",0.47
"bushy",0.83
"oily",0.88
"fitting",0.75
"sensible",0.51
"plenary",0.32
"curly",0.45
"collaborative",0.68
"American",0
"superb",1
"charming",1
"nutritional",0
"Sunni",0
"absurd",0.85
"round",0
"educational",0.6
"metropolitan",0.61
"holy",0.62
"liberal",0.71
"regulatory",0.59
"starched",0.61
"residential",0.54
"functional",0.74
"sensitive",0.41
"round",0.71
"permanent",0.4
"brilliant",0.64
"wild",0.53
"massive",0.59
"greasy",0.73
"adult",0.73
"sacred",0.56
"Indian",0.73
"unnamed",0.59
"poetic",0.67
"distinguished",0.58
"fateful",0.7
"judicial",0.66
"phenomenal",0.53
"Chinese",0.67
"collaborative",0.57
"applicable",0.63
"Asian",0.49
"Soviet",0.43
"metropolitan",0.61
"shy",0.55
"unwanted",0.61
"sensitive",0.8
"elderly",0.18
"linguistic",0.07
"regular",0.34
"circular",0
"populist",0.27
"African",0.03
"hot",0.11
"open",0.12
"considerable",0.29
"deep",0.24
"instant",0.13
"Roman",0.06
"royal",0.24
"Russian",0.04
"senatorial",0.12
"charming",0.66
"thin",0.43
"dizzy",0.31
"available",0.26
"mythical",0.45
"Sunni",0.02
"Caribbean",0.08
"Elizabethan",0.12
"virtuous",0.54
"lexical",0.19
"classic",0.44
"half",0
"vicious",0.4
"relevant",0.29
"bipedal",0
"unpleasant",0.86
"coral",0.15
"daytime",0
"countless",0.68
"quaint",0.93
"random",0.35
"permissive",0.89
"affordable",0.88
"original",0.35
"visual",0
"detailed",0.9
"verbal",0
"decent",1
"elderly",0.12
"grey",0.89
"considerable",1
"remaining",0.07
"noisy",0.83
"tired",0.27
"British",0
"Czech",0
"Macedonian",0
"classic",0.87
"several",0.11
"mechanical",0.15
"standing",0
"literary",0.1
"athletic",0.72
"vibrant",0.88
"vibrant",0.4
"metropolitan",0.82
"fateful",0.44
"vacant",0.78
"troubled",0.79
"Moslem",0.27
"slimy",0.77
"clear",0.88
"artificial",0.19
"elderly",0.79
"talented",0.69
"probable",0.24
"immense",0.36
"Asian",0.14
"many",0.46
"Soviet",0.69
"amiable",0.19
"Italian",0.64
"classic",0.38
"Armenian",0.57
"informed",0.42
"countless",0.9
"mathematical",0.22
"nineteenth",0.25
"automatic",0.26
"morphological",0.34
"American",0.1
"breathtaking",0.48
"literary",0.02
"empty",0.5
"cool",0.95
"hostile",0.49
"immense",0.56
"distinguished",0.82
"slimy",0.36
"latin",0.4
"uncut",0.39
"visual",0.25
"mechanical",0.2
"weary",0.36
"available",0.28
"balanced",0.14
"residential",0.15
"dry",0.27
"automatic",0.06
"such",0.53
"oily",0.07
"horizontal",0.12
"legislative",0.19
"greasy",0.39
"translucent",0.48
"athletic",0.43
"various",0.36
"prosperous",0.56
"quaint",0.41
"poetic",0.86
"fast",0.91
"societal",0.34
"casual",0.31
"vicious",0.73
"cozy",0.58
"open",0.37
"enough",0.54
"hostile",0.15
"part",0.74
"senatorial",0.19
"maternal",0.84
"alleged",0.24
"grand",0.6
"sexual",0.44
"noble",0.75
"such",0.11
"agricultural",0.73
"verbal",0.08
"fluorescent",0.71
"dazzling",0.26
"Dutch",0.89
"cool",0.1
"Greek",0.8
"youthful",0.19
"pragmatic",0.59
"oily",0.52
"normal",0.24
"honorable",0.59
"brief",0.23
"decisive",0.62
"tired",0.34
"offensive",0.82
"coral",0.26
"fashioned",0.52
"Indian",0.93
"fateful",0.23
"regulatory",0.38
"slimy",0.47
"decent",0.63
"remaining",0.49
"insufficient",0.58
"urban",0.63
"pretty",0.29
"artificial",0.41
"regular",0.26
"untidy",0.16
"wizarding",0.23
"famous",0.55
"Czech",0.43
"genetic",0.67
"industrial",0.41
"blank",0.61
"holy",0.69
"constitutional",0.64
"arrogant",0.61
"part",0.62
"tropical",0.42
"honorable",0.55
"Shakespearean",0.59
"clear",0.59
"senatorial",0.47
"current",0.58
"various",0.55
"fellow",0.5
"rapid",0.09
"orange",0
"flat",0.11
"widespread",0.63
"relevant",0.78
"Sunni",0.01
"superb",0.97
"mass",0
"methodological",0
"Catholic",0.01
"grey",0.01
"casual",0.7
"holy",0.98
"informed",0.72
"adequate",0.93
"offensive",0.99
"academic",0.2
"speaking",0.02
"brown",0.02
"Spanish",0.01
"Greek",0.02
"technological",0.11
